State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Karnataka,2020-21,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Budget Estimates,750.0,In Rs. Crores
Karnataka,2020-21,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Revised Estimates,750.0,In Rs. Crores
Karnataka,2020-21,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Actuals,750.0,In Rs. Crores
Karnataka,2021-22,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Budget Estimates,500.0,In Rs. Crores
Karnataka,2021-22,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Revised Estimates,500.0,In Rs. Crores
Karnataka,2021-22,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Actuals,590.0,In Rs. Crores
Karnataka,2022-23,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Budget Estimates,1000.0,In Rs. Crores
Karnataka,2022-23,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Revised Estimates,755.0,In Rs. Crores
Karnataka,2023-24,Dr. B.R.Ambedkar Nivas Scheme,The Karnataka government launched Dr. B.R. Ambedkar Nivasa scheme for building houses for the families belonging to the Scheduled Castes and Scheduled Tribes in 2015.Under the scheme an assistance of Rs. 1.5 lakh is given for building houses in rural areas and Rs. 1.8 lakh in urban areas. The scheme is being launched with an aim to make Karnataka a hut-free state.,Budget Estimates,1000.0,In Rs. Crores
Karnataka,2015-16,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Budget Estimates,NA,In Rs. Crores
Karnataka,2015-16,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Revised Estimates,NA,In Rs. Crores
Karnataka,2015-16,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Actuals,230.1,In Rs. Crores
Karnataka,2016-17,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Budget Estimates,436.6,In Rs. Crores
Karnataka,2016-17,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Revised Estimates,406.6,In Rs. Crores
Karnataka,2016-17,Vidya Vikasa Scheme‐ Incentive for Students,The Vidya Vikas scheme of the government of Karnataka aims at providing free handloom cloth for a pair of uniforms to students of government schools. The scheme was launched in 2004-05 to serve a dual purpose. The handloom cloth was woven by artisans working for the Karnataka Handloom Development Corporation (KHDC) and the Vidya Vikas scheme offered assured livelihood to the weavers as well as uniforms to students.,Actuals,407.1,In Rs. Crores
